corp_code,corp_name,stock_code,corp_cls,report_nm,rcept_no,flr_nm,rcept_dt,rm
01093007,LS에코에너지,229640,Y,타인에대한채무보증결정              ,20250805800228,LS에코에너지,2025-08-05,유
01244601,카카오페이,377300,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800207,카카오페이,2025-08-05,유
01244601,카카오페이,377300,Y,영업(잠정)실적(공정공시)              ,20250805800206,카카오페이,2025-08-05,유
00113359,교보증권,030610,Y,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20250805000153,교보증권,2025-08-05,
00113058,한화생명,088350,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000151,신민식,2025-08-05,
00182696,대한조선,439260,Y,최대주주등소유주식변동신고서              ,20250805800213,대한조선,2025-08-05,유
00157991,한국석유공업,004090,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800188,한국석유공업,2025-08-05,유
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000147,허태관,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000146,최정열,2025-08-05,
00161046,한독,002390,Y,공정거래자율준수프로그램운영현황(안내공시)              ,20250805800204,한독,2025-08-05,유
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000143,이종찬,2025-08-05,
00164742,현대자동차,005380,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000142,조선형,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000141,이상욱,2025-08-05,
00633835,HJ중공업,097230,Y,단일판매ㆍ공급계약체결              ,20250805800193,HJ중공업,2025-08-05,유
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000140,이동호,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000137,양영일,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000136,신현정,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000134,서경민,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000132,김현락,2025-08-05,
00107598,남양유업,003920,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000130,김승언,2025-08-05,
01258507,롯데웰푸드,280360,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800180,롯데웰푸드,2025-08-05,유
00111722,미래에셋증권,006800,Y,투자설명서(일괄신고),20250805000129,미래에셋증권,2025-08-05,
00126362,삼성SDI,006400,Y,최대주주등소유주식변동신고서              ,20250805800179,삼성SDI,2025-08-05,유
00154426,아이에이치큐,003560,Y,[기재정정]주요사항보고서(유상증자결정),20250805000120,아이에이치큐,2025-08-05,
00111722,미래에셋증권,006800,Y,일괄신고추가서류(파생결합증권-상장지수증권),20250805000118,미래에셋증권,2025-08-05,
00302926,현대로템,064350,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800160,현대로템,2025-08-05,유
00117267,동양생명,082640,Y,기업설명회(IR)개최(안내공시)              ,20250805800155,동양생명,2025-08-05,유
00557508,GKL,114090,Y,영업(잠정)실적(공정공시)              ,20250805800149,GKL,2025-08-05,유
00118521,진원생명과학,011000,Y,[기재정정]의결권대리행사권유참고서류,20250805000105,진원생명과학,2025-08-05,
00118521,진원생명과학,011000,Y,[기재정정]주주총회소집공고,20250805000104,진원생명과학,2025-08-05,
00151128,모토닉,009680,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000102,전완재,2025-08-05,
00164779,SK하이닉스,000660,Y,지급수단별ㆍ지급기간별지급금액및분쟁조정기구에관한사항,20250805000091,SK하이닉스,2025-08-05,공
00120076,LX인터내셔널,001120,Y,주식등의대량보유상황보고서(약식),20250805000085,한화자산운용,2025-08-05,
01205851,HD현대일렉트릭,267260,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000082,안재한,2025-08-05,
00117498,스틱인베스트먼트,026890,Y,임원ㆍ주요주주특정증권등소유상황보고서,20250805000057,TheMiriStrategicEmergingMarketsFundLP,2025-08-05,
00165343,혜인,003010,Y,[기재정정]최대주주등소유주식변동신고서              ,20250805800074,혜인,2025-08-05,유
00878696,에스케이바이오팜,326030,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800045,에스케이바이오팜,2025-08-05,유
00172291,더존비즈온,012510,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800035,더존비즈온,2025-08-05,유
00164636,HDC,012630,Y,연결재무제표기준영업(잠정)실적(공정공시)              ,20250805800032,HDC,2025-08-05,유
00113207,대한전선,001440,Y,단일판매ㆍ공급계약체결              ,20250805800030,대한전선,2025-08-05,유
00878915,iM금융지주,139130,Y,효력발생안내( 2025.7.28. 제출 일괄신고서 ),20250728100004,금융감독원,2025-08-05,
